package_id_hex,source_order_id,source_seller_id,olist_customer_id,recipient_customer_id_hex,sender_customer_id_hex,sender_business_id_hex,package_flow_type_id,package_flow_type_name,service_type_id,service_type_name,initial_package_status_id,initial_status_name,received_date,contents,weight_oz,length_in,width_in,height_in,origin_facility_id,origin_received_timestamp,origin_sorted_timestamp,origin_departed_timestamp,sender_recipient_distance_miles,sender_distance_band,timestamp_jitter_minutes
c3ce23b5f2e25364825bc4a3b89862be,2e7a8482f6fb09756ca50c10d7bfc047,1554a68530182680ad5c8b042c3ab563,08c5351a6aca1c1589a38f244edeee9d,b7d76e111c89f7ebf14761390f0f7d17,9d9ea475a4ea4e23c07db21a0539342d,,1,P2P,1,Delivery,4,In Transit,2016-09-04 23:52:19,furniture_decor,112.8767,12.5984,11.0236,4.7244,35,2016-09-04 23:52:19,2016-10-07 15:55:03,2016-10-18 15:51:51,67.76,Medium 50-150 miles,157
b5023924364f58b0847a8806a2135e44,bfbd0f9bdef84302105ad712db648a6c,ecccfa2bb93b34a3bf033cc5d1dcdc69,86dc2ffce2dfff336de2f386a786e574,830d5b7aaa3b6f1e9ad63703bec97d23,bafdb258df8a7a201e08b6b01dcc03a0,,1,P2P,3,Pickup,4,In Transit,2016-09-15 14:34:38,health_beauty,105.8219,6.2992,6.2992,18.8976,465,2016-09-15 14:34:38,2016-09-15 15:11:38,2016-11-07 19:29:53,209.76,Long Distance 150+ miles,138
0f771925ad6f508fa21fea5a08aa7d17,3b697a20d9e427646d92567910af6d57,522620dcb18a6b31cd7bdf73665113a9,355077684019f7f60a031656bd7262b8,32ea3bdedab835c3aa6cb68ce66565ef,49448603b610a118b4328fc16f891974,,1,P2P,2,SmartLocker,4,In Transit,2016-10-03 12:07:50,watches_gifts,10.5822,6.2992,6.2992,6.2992,178,2016-10-03 12:07:50,2016-10-06 18:13:54,2016-10-23 16:25:13,606.12,Long Distance 150+ miles,143
9e0433ae81765efb8779a55a754772d7,be5bc2f0da14d8071e2d45451ad119d9,f09b760d23495ac9a7e00d29b769007c,7ec40b22510fdbea1b08921dd39e63d8,2f64e403852e6893ae37485d5fcacdaf,4813129045e3a1b6cd49a062bd036c16,,1,P2P,1,Delivery,4,In Transit,2016-10-03 17:58:50,sports_leisure,14.1096,6.2992,6.2992,6.2992,344,2016-10-03 17:58:50,2016-10-06 17:05:44,2016-10-21 17:35:46,7.26,Local 0-10 miles,62
c5bf61d5527a5f7e9fcf6cfe823efdef,a41c8759fbe7aab36ea07e038b2d4465,45d33f715e24d15a6ccf5c17b3a23e3c,6f989332712d3222b6571b1cf5b835ce,61db744d2f835035a5625b59350c6b63,139d16a50a91087a259d684e64dc7379,,1,P2P,1,Delivery,4,In Transit,2016-10-03 22:39:36,sports_leisure,27.0551,10.2362,7.874,3.1496,118,2016-10-03 22:39:36,2016-10-05 04:37:49,2016-10-25 13:23:59,172.24,Long Distance 150+ miles,86
60884af4a7d15661a81e108a4c32c3d4,d207cc272675637bfed0062edffd0818,cca3071e3e9bb7d12640c9fbe2301306,b8cf418e97ae795672d326288dfab7a7,8d3a54507421dbd2ce0a1d58046826e0,43978720f599f4650780605f91517315,,1,P2P,1,Delivery,4,In Transit,2016-10-03 23:02:03,furniture_decor,72.3116,15.748,13.3858,4.3307,330,2016-10-03 23:02:03,2016-10-04 11:24:07,2016-10-21 15:19:37,110.64,Medium 50-150 miles,56
dbff687a8d575c4480758faef963319b,cd3b8574c82b42fc8129f6d502690c3e,b499c00f28f4b7069ff6550af8c1348a,7812fcebfc5e8065d31e1bb5f0017dae,87776adb449c551e74c13fc34f036105,66919cff46a877e487fa08d2f1de9a93,,1,P2P,3,Pickup,4,In Transit,2016-10-03 23:09:31,fashion_shoes,317.4657,6.2992,12.9921,1.9685,304,2016-10-03 23:09:31,2016-10-04 10:57:23,2016-10-08 11:12:01,252.4,Long Distance 150+ miles,38
c804e8ece30750f88b1c76aa0811e67a,65d1e226dfaeb8cdc42f665422522d14,ed49da7cadefc454d6a67de249eab240,70fc57eeae292675927697fe03ad3ff5,b8b8726af116a5cfb35b0315ecef9172,425c559c26283940cbae21e5641e9bdb,,1,P2P,2,SmartLocker,4,In Transit,2016-10-03 23:53:41,sports_leisure,16.7904,6.6929,5.5118,5.5118,366,2016-10-03 23:53:41,2016-10-04 13:10:57,2016-10-25 15:06:28,284.43,Long Distance 150+ miles,172
b6e50e0e0eb4580e8db63ae61545de67,ae8a60e4b03c5a4ba9ca0672c164b181,817f85dbb65aa3e70831d90fe75cdf89,e6f959bf384d1d53b6d68826699bba12,7390ed59fa1febbfda31a80b4318c8cb,7a3463eea32843cf42a1cbc026b117e5,,1,P2P,1,Delivery,4,In Transit,2016-10-04 01:11:10,toys,275.5249,17.7165,18.1102,11.0236,305,2016-10-04 01:11:10,2016-10-04 12:55:25,2016-10-30 16:49:04,145.95,Medium 50-150 miles,147
23b3aea7a5ee53f886a5f16ce643479e,ef1b29b591d31d57c0d7337460dd83c9,cca3071e3e9bb7d12640c9fbe2301306,dc607dc98d6a11d5d04d9f2a70aa6c34,10e89fd8e5c745f81bec101207ba4d7d,73127903e88109f109d03cf2b8cbf6fe,,1,P2P,1,Delivery,4,In Transit,2016-10-04 01:17:30,furniture_decor,63.4931,15.748,11.811,3.1496,463,2016-10-04 01:17:30,2016-10-04 12:54:19,2016-10-21 16:49:36,172.67,Long Distance 150+ miles,146
eba84ab3c49a5aa2a173f499ebc5b768,1ff217aa612f6cd7c4255c9bfe931c8b,4b1eaadf791bdbbad8c4a35b65236d52,b3a9bf200375f53cc5c6991919c356fd,14359ea0c7a105749c0a56478825b015,87b94e94a36e44e2e75289cbf9973509,,1,P2P,1,Delivery,4,In Transit,2016-10-04 10:21:33,consoles_games,7.0548,8.2677,8.2677,8.2677,151,2016-10-04 10:21:33,2016-10-04 11:22:33,2016-10-21 17:38:45,8.29,Local 0-10 miles,65
b49fe2373f9555d5a9f0b71501f59250,ed8c7b1b3eb256c70ce0c74231e1da88,5b179e9e8cc7ab6fd113a46ca584da81,da0ba2a9935bca5b4610b0e3bca9d3b4,88bc832f104b6dd684a17dbb1b76e778,8ddda14bd51b164d2f407b72e75ecbca,,1,P2P,1,Delivery,4,In Transit,2016-10-04 10:42:03,housewares,268.0821,21.6535,15.748,12.9921,487,2016-10-04 10:42:03,2016-10-04 11:55:03,2016-11-11 16:12:14,3.24,Local 0-10 miles,43
941836a5a3605924b997e6be5efbc804,0a0837a5eee9e7a9ce2b1fa831944d27,3481aa57cd91f9f9d3fa1fa12d9a3bf7,4f3f778022aefa22b9f9e52d2c47edf3,cd5a5843d35eebdf90368bf24d4a04cf,db03d5ed84c5caf8b59b01fa8d8e3b34,,1,P2P,1,Delivery,4,In Transit,2016-10-04 11:18:10,Unknown,109.3493,11.0236,19.685,11.0236,486,2016-10-04 11:18:10,2016-10-06 13:55:20,2016-10-15 12:45:08,203.99,Long Distance 150+ miles,132
1c43dd6bafa059e8b98cd3fb07bb87b8,c3d9e402b6a0fbe2a5f7fc5b41117c38,624f4ece8da4aafb77699233d480f8ef,5720a15d022c09d2634c71c80c8d4102,9f302d00dd3e18ed3745778184b4f0fe,86ed73fecd668c55dbaf7267e38b2a59,,1,P2P,1,Delivery,4,In Transit,2016-10-04 11:56:04,furniture_decor,97.0034,19.685,6.2992,19.685,384,2016-10-04 11:56:04,2016-10-04 12:25:33,2016-10-28 17:14:00,132.71,Medium 50-150 miles,100
3801c6e3fb2654bbb8735eaae15e7628,80606b26965c5ed21e85a085e0667b63,77530e9772f57a62c906e1c21538ab82,9e241a9965210ac822859a94c0f33162,6e4c8eed6842146f77d917f7b437b4c2,ff6071b8db1b9da6ca797d56bb0136fa,,1,P2P,1,Delivery,4,In Transit,2016-10-04 12:19:14,furniture_decor,29.9829,27.1654,4.3307,4.3307,329,2016-10-04 12:19:14,2016-10-06 09:02:47,2016-11-17 12:37:15,130.56,Medium 50-150 miles,76
c7009889ade351059f1bcbd7196be478,46046adea0e222a29259bad3d922fee8,99eaacc9e6046db1c82b163c5f84869f,e9722ab28655e07763e0ca2751c61c90,4be873e3bf0455763882101d7eccc78c,ad025c560160b103fa526e237381ece7,,1,P2P,1,Delivery,4,In Transit,2016-10-04 13:17:17,fixed_telephony,10.5822,6.6929,5.1181,3.1496,17,2016-10-04 13:17:17,2016-10-04 13:42:07,2016-10-21 19:05:32,47.71,Regional 10-50 miles,156
55eee8421b145d1c9b7b41037999fef5,79ffdd52a918bbe867895a4b183d6457,c7dcd301ecfe5ab7f778ac172cf74be7,f9808148a262b51d20e2d777eee6676c,8d36e7e56a9f8044df728e9cbf5a3eaf,0509ab034845adb0b4c91b6f0e7b7260,,1,P2P,1,Delivery,4,In Transit,2016-10-04 13:50:11,air_conditioning,303.3561,11.4173,9.8425,19.685,319,2016-10-04 13:50:11,2016-10-04 15:20:11,2016-10-25 16:00:48,131.96,Medium 50-150 miles,104
a85e13c51c5a5957aec5e775109abd6e,3f72d2b757e725cd48a4726f831c7789,620c87c171fb2a6dd6e8bb4dec959fc6,e0de521fbb397bd7e83d079fe66357b5,0829f7df6577d5a4b65439bea701405f,ee9fa2efc23d0a26e507906773e0ff1d,,1,P2P,1,Delivery,4,In Transit,2016-10-04 14:00:46,perfumery,21.5171,8.6614,6.2992,5.5118,128,2016-10-04 14:00:46,2016-10-04 15:01:46,2016-10-10 17:30:50,228.55,Long Distance 150+ miles,45
88ddaf7438575603b464539527cde8f8,22613579f7d11cc59c4347526fc3c79e,86bb7c4b535e49a541baf3266b1c95b1,53cc5d344077104b59d4f6836a90eb0b,2ad10f49ef1f061d5f6739c89d3ade68,0d3670b39e22cd5272b0cee0bcbfd600,,1,P2P,1,Delivery,4,In Transit,2016-10-04 14:04:08,toys,21.1644,8.2677,8.2677,5.5118,139,2016-10-04 14:04:08,2016-10-04 14:48:08,2016-10-15 10:31:47,214.0,Long Distance 150+ miles,19
69790a37412c52b4ba691fbab1242055,63638a6806d67773f3adba8534553fff,b335c59ab742f751a85db9c411a86739,16e14c1e6e050fe6730c961ff638ca23,df2988ba3ed226b10521a0e4da849b61,a9fa065abee7aa69ab5520f67ac9a736,,1,P2P,2,SmartLocker,4,In Transit,2016-10-04 14:34:56,furniture_decor,74.0753,11.811,9.8425,9.4488,124,2016-10-04 14:34:56,2016-10-04 15:35:56,2016-11-17 17:05:01,224.71,Long Distance 150+ miles,72
23d6e709b9ce55ada7faf05ec82fbe79,36989eb07a0de2d3d3129eea35553875,939f6e231201f26803cb5c3a3d2940b3,aadd27185177fc7ac9b364898ac09343,f176923a0a4ab546c7287791ccb82193,663a02b5b809485e2e0a1db9a6003146,,1,P2P,1,Delivery,4,In Transit,2016-10-04 14:38:29,furniture_decor,105.8219,25.5906,5.9055,11.811,309,2016-10-04 14:38:29,2016-10-04 15:48:29,2016-10-08 15:13:32,40.32,Regional 10-50 miles,87
0a8e31a5aa835cae84219d71c9790b13,f3f12fc90564a9b036680a887cd64668,817f85dbb65aa3e70831d90fe75cdf89,3c521eac04e2dca4702dcc69789618c2,5f7e36fb1d42d0b1c408b5b41bc52bb3,6a65df7b3e532c05f3b312bb7e77ff33,,1,P2P,1,Delivery,4,In Transit,2016-10-04 14:41:52,toys,192.9486,18.8976,16.5354,10.6299,443,2016-10-04 14:41:52,2016-10-04 15:57:52,2016-10-30 15:03:48,461.99,Long Distance 150+ miles,86
04b1cb20cad15ef6a3c442d537638223,7033745709b7cf1bac7d2533663592de,df560393f3a51e74553ab94004ba5c87,7f0ca17bb33b230b47459437cf0682c7,1dc848c11c2985635c268ff3dea707eb,7f0c0fa2f91258466e38fab9dc373a7d,,1,P2P,1,Delivery,4,In Transit,2016-10-04 14:42:22,furniture_decor,42.3288,9.8425,7.874,9.8425,235,2016-10-04 14:42:22,2016-10-04 15:18:22,2016-10-08 15:15:49,6.41,Local 0-10 miles,29
f2bb91f8c87a5a7cb31647cee2233fcf,60762802b48bb6d256d55b013d115013,620c87c171fb2a6dd6e8bb4dec959fc6,01be2c0c2d55c597b5ec011e26e4b0d1,0b3dc7efaafb0cf78a4796d42fa8d74c,14f0ab886603a9e09fc3e3680d48a419,,1,P2P,1,Delivery,4,In Transit,2016-10-04 14:52:13,perfumery,21.5171,8.6614,6.2992,5.5118,53,2016-10-04 14:52:13,2016-10-06 16:06:34,2016-10-30 10:07:46,77.8,Medium 50-150 miles,3
9c54490779ac5a5baac3ca65b997f42e,c4b41c36dd589e901f6879f25a74ec1d,ce27a3cc3c8cc1ea79d11e561e9bebb6,4bb880cac21c7a9e1371ab1ebd601706,3f4f614c632af7fc7508462a7cb55ac2,d406bf35e3591d9d31d78d3b2f3aa5f9,,1,P2P,1,Delivery,4,In Transit,2016-10-04 14:53:17,auto,10.5822,6.2992,4.3307,1.1811,201,2016-10-04 14:53:17,2016-10-04 16:02:17,2016-11-07 18:21:26,237.79,Long Distance 150+ miles,120
96662336ca755620806a61e72f38042c,356b492aba2d1a7da886e54e0b6212b7,620c87c171fb2a6dd6e8bb4dec959fc6,68c74d748a55f9d29e6698f4b01a0df7,cb1bc069e25d9c59773c85a2e2a46713,3fde7f0e201f955c897b57d00e5f20dc,,1,P2P,1,Delivery,4,In Transit,2016-10-04 14:58:33,perfumery,21.5171,8.6614,6.2992,5.5118,376,2016-10-04 14:58:33,2016-10-06 16:19:43,2016-10-30 14:37:50,407.67,Long Distance 150+ miles,14
