package_id_hex,order_id,seller_id,olist_customer_id,recipient_customer_id_hex,sender_business_id_hex,package_flow_type_id,package_flow_type_name,service_type_id,service_type_name,initial_package_status_id,initial_status_name,received_date,contents,weight_oz,length_in,width_in,height_in,origin_facility_id,origin_received_timestamp,origin_sorted_timestamp,origin_departed_timestamp,customer_unique_id,sender_territory_id,recipient_territory_id,quarantine_reason
3fdb6f59e8a85e838064a17ab37322af,000576fe39319847cbb9d288c5617fa6,5996cddab893a4652a15592fb58ab8db,9ed5e522dd9dd85b4af4a077526d8117,fda4476abb6307ab3c415b7e6d026526,5996cddab893a4652a15592fb58ab8db,2,B2C,3,Pickup,4,In Transit,2018-07-04 12:08:27,garden_tools,486.9574419301928,13.779527559055119,17.716535433070867,29.52755905511811,75,2018-07-04 12:08:27,2018-07-05 16:35:48,2018-07-05 12:15:00,fda4476abb6307ab3c415b7e6d026526,188,1368,invalid_or_out_of_order_timestamps
62afa8ee06a65522b001aa811e248e80,002175704e8b209f61b9ad5cfd92b60e,b2ba3715d723d245138f291a6fe42594,a562db3c7cb9a68947debd30879b491e,e7d41c19da317af0612170197303d5a9,b2ba3715d723d245138f291a6fe42594,2,B2C,1,Delivery,4,In Transit,2018-04-22 12:13:25,audio,20.74110654508898,7.480314960629921,6.692913385826771,5.511811023622047,75,2018-04-22 12:13:25,2018-04-24 17:24:48,2018-04-23 19:03:19,e7d41c19da317af0612170197303d5a9,172,2943,invalid_or_out_of_order_timestamps
e6ea0614333158daacde75d48f615f18,002834535f7a609a5c68266f173fa59e,ea8482cd71df3c1969d7b9473ff13abc,89a6b1bfbe1b366503995b8df4c49450,457626c51309d814c33966c88a161545,ea8482cd71df3c1969d7b9473ff13abc,2,B2C,1,Delivery,4,In Transit,2018-07-23 17:26:00,telephony,10.582197216882133,6.692913385826771,4.724409448818897,1.574803149606299,75,2018-07-23 17:26:00,2018-07-28 23:30:59,2018-07-24 15:53:00,457626c51309d814c33966c88a161545,12,2308,invalid_or_out_of_order_timestamps
765cc1e2e2a95edfa6348d71fef49f15,00310b0c75bb13015ec4d82d341865a4,a2deecd5398f5df4987110c80a1972a3,0dad07848c618cc5a4679a1bfe1db8d2,ec979208947bbba310f2ad8e50963725,a2deecd5398f5df4987110c80a1972a3,2,B2C,1,Delivery,2,Processing,2018-08-15 14:29:08,housewares,7.054798144588088,6.299212598425196,4.330708661417323,4.724409448818897,5,2018-08-15 14:29:08,2018-08-15 15:04:25,,ec979208947bbba310f2ad8e50963725,1377,1371,excluded_first_pass_incomplete_origin_timeline
d4344f334cce5b34887e92733c26ed09,004345d16a1ab2c21962992c721c8643,0be8ff43f22e456b4e0371b2245e4d01,3b723b649feb48f3cfbb9c728efb3d7d,8c07068e51d745035b296ebc1c8cd16a,0be8ff43f22e456b4e0371b2245e4d01,2,B2C,1,Delivery,4,In Transit,2018-07-04 06:45:05,housewares,18.51884512954373,7.086614173228346,6.299212598425196,7.480314960629921,355,2018-07-04 06:45:05,2018-07-05 16:09:18,2018-07-05 14:08:00,8c07068e51d745035b296ebc1c8cd16a,825,2330,invalid_or_out_of_order_timestamps
2b9a45a043935195b4209cfe8b627add,00ae7a8b4936674ebb701d4a23719a79,bf0d50a6410d487dc97d2baac0a8c0be,a7e8a3cb55d9c9a536992c6465a46a3f,f0b9f688a3b9151bc6b38f4b5b36ea44,bf0d50a6410d487dc97d2baac0a8c0be,2,B2C,3,Pickup,2,Processing,2018-05-09 14:14:06,auto,21.164394433764265,6.299212598425196,4.330708661417323,4.330708661417323,75,2018-05-09 14:14:06,2018-05-09 15:51:32,,f0b9f688a3b9151bc6b38f4b5b36ea44,2000,1348,excluded_first_pass_incomplete_origin_timeline
d9a96703b25852f0965746b51108cc93,00b4c651133c06fb175123a492f1cac3,6a38087bc8ad4f89ff453561005f6dea,965cef866a59a3cd6d1e92ba0ad2c779,9e11a53a57f750f786cf63a2c4543b27,6a38087bc8ad4f89ff453561005f6dea,2,B2C,1,Delivery,4,In Transit,2018-08-17 12:56:21,computers_accessories,3.527399072294044,6.692913385826771,5.511811023622047,3.543307086614173,5,2018-08-17 12:56:21,2018-08-17 14:27:21,2018-08-17 13:54:00,9e11a53a57f750f786cf63a2c4543b27,1305,1844,invalid_or_out_of_order_timestamps
621f67cedbfe59ebbaf7553a19fbec94,00d2559e61b9a0744a0552c35c5ecccb,b839e41795b7f3ad94cc2014a52f6796,d4af02c83608285f0bd9ff891130c980,54e2cf457ebccf1c8b95760afa7c44ad,b839e41795b7f3ad94cc2014a52f6796,2,B2C,1,Delivery,4,In Transit,2018-06-11 12:24:48,small_appliances,64.65722499514983,8.26771653543307,8.661417322834646,7.480314960629921,75,2018-06-11 12:24:48,2018-06-11 13:32:18,2018-06-11 12:05:00,54e2cf457ebccf1c8b95760afa7c44ad,1952,789,invalid_or_out_of_order_timestamps
9a8aff259f3250f8afe1bd2d162b5806,00ff0cf5583758e6964723e42f111bf4,b17b679f4f5ce2e03ce6968c62648246,e3626ed5d1f2e3a02d692ec948b25eeb,b9badb100ff8ecc16a403111209e3a06,b17b679f4f5ce2e03ce6968c62648246,2,B2C,2,SmartLocker,2,Processing,2017-04-10 00:45:56,health_beauty,14.709254131466164,6.299212598425196,5.511811023622047,5.905511811023622,75,2017-04-10 00:45:56,2017-04-10 01:03:29,,b9badb100ff8ecc16a403111209e3a06,48,2889,excluded_first_pass_incomplete_origin_timeline
73b54d5351205f63909cefb44cef6430,0132f39e8ad9b42ad2d41c847f44c0ed,e24d3429d294b2eb200b064ebb035879,a09467d10848ae399caa6f3fb072c6cd,25511fcf533a8ec723b46f105394da12,e24d3429d294b2eb200b064ebb035879,2,B2C,2,SmartLocker,4,In Transit,2018-07-05 14:49:56,health_beauty,19.400694897617242,6.692913385826771,5.118110236220472,3.543307086614173,5,2018-07-05 14:49:56,2018-07-05 16:22:32,2018-07-05 14:58:00,25511fcf533a8ec723b46f105394da12,1572,1983,invalid_or_out_of_order_timestamps
6d80e51732cc523397cf020ad8f40b9c,0133a47b53fee66218790a8d7dcab993,7a67c85e85bb2ce8582c35f2203ad736,0663e652f8793c2d4eb77e8185a5747f,73407e0f8a211899dab47838a5f723e1,7a67c85e85bb2ce8582c35f2203ad736,2,B2C,1,Delivery,4,In Transit,2018-04-20 19:05:03,cool_stuff,42.32878886752853,16.53543307086614,5.905511811023622,9.84251968503937,75,2018-04-20 19:05:03,2018-04-24 18:59:19,2018-04-23 17:33:54,73407e0f8a211899dab47838a5f723e1,762,53,invalid_or_out_of_order_timestamps
9b2861ec7b915ebb976ebc84e3a4179d,013e9c654a339d80b53513da3c1ea437,0adac9fbd9a2b63cccaac4f8756c1ca8,9391729f79cd9e5fd7ca884ca030f579,05a3b50193563913613acada5c86b1d2,0adac9fbd9a2b63cccaac4f8756c1ca8,2,B2C,1,Delivery,2,Processing,2017-06-18 13:48:48,housewares,28.219192578352352,15.354330708661417,11.023622047244094,2.3622047244094486,75,2017-06-18 13:48:48,2017-06-18 13:55:18,,05a3b50193563913613acada5c86b1d2,1026,2896,excluded_first_pass_incomplete_origin_timeline
98ed34fa7adb507a98d4bcac4d67c71e,0148d3df00cebda592d4e5f966e300cc,0adac9fbd9a2b63cccaac4f8756c1ca8,672510553bcfbf72de694db2cd88f046,e75fd09539dff5c7c80a12781404ffea,0adac9fbd9a2b63cccaac4f8756c1ca8,2,B2C,3,Pickup,2,Processing,2017-08-19 19:08:26,housewares,17.63699536147022,11.023622047244094,4.330708661417323,33.46456692913386,75,2017-08-19 19:08:26,2017-08-19 19:24:32,,e75fd09539dff5c7c80a12781404ffea,1026,1968,excluded_first_pass_incomplete_origin_timeline
804cd96621c65be6b1d9b27db0eca33d,0150004d4d8eb63f9948de164da34e34,b1a81260566c1bac3114a6d124413f27,bca923b4bf0e608694abdc3e4f18c5b2,da87a19579eaff2f6444e57ad0c4f9b3,b1a81260566c1bac3114a6d124413f27,2,B2C,1,Delivery,4,In Transit,2018-05-15 15:13:06,stationery,31.746591650646398,7.874015748031496,17.716535433070867,13.779527559055119,75,2018-05-15 15:13:06,2018-05-15 15:34:59,2018-05-15 14:58:00,da87a19579eaff2f6444e57ad0c4f9b3,13,1342,invalid_or_out_of_order_timestamps
d531f6f1f26354209568a6fe6a9c783c,015fb6b5f739788434fa690540f90f19,8a87611c08849ffeeccab52aa798b6c7,eca9b206f2a9e4693bf0840895434e2c,4c4621970a6bbad78e4204b062ff69d1,8a87611c08849ffeeccab52aa798b6c7,2,B2C,3,Pickup,2,Processing,2017-01-31 13:06:05,office_furniture,2116.4394433764264,24.409448818897637,23.62204724409449,43.30708661417323,54,2017-01-31 13:06:05,2017-02-02 02:41:22,,4c4621970a6bbad78e4204b062ff69d1,1658,1314,excluded_first_pass_incomplete_origin_timeline
d0cb7726cc4d57a6ac5d4c690a06f75d,0184d4ddb259e1a4cfc2871888cf97b8,e333046ce6517bd8bb510291d44f0130,09425ea1839abf2f0d289a0ff453fa21,10c573ba276f9857dc6820e0dde57fb8,e333046ce6517bd8bb510291d44f0130,2,B2C,3,Pickup,4,In Transit,2017-09-01 20:04:28,housewares,202.82544665690753,15.748031496062993,11.811023622047244,9.84251968503937,355,2017-09-01 20:04:28,2017-09-13 22:17:15,2017-09-04 14:05:50,10c573ba276f9857dc6820e0dde57fb8,2879,1563,invalid_or_out_of_order_timestamps
8122758aac3356cfb36e91f080fe4575,0197416059c0e56b5344bf2188066317,87e24fc7052259b1f7f607d61c10d8be,bc0a84ea7543ac13807feccb5bfccf4b,d1c73ffbc43e326738aec07c5dacb8d9,87e24fc7052259b1f7f607d61c10d8be,2,B2C,1,Delivery,2,Processing,2018-07-26 17:20:23,telephony,6.666784246635744,6.692913385826771,5.905511811023622,5.905511811023622,75,2018-07-26 17:20:23,2018-07-26 17:30:19,,d1c73ffbc43e326738aec07c5dacb8d9,96,1918,excluded_first_pass_incomplete_origin_timeline
c2db0a12682c5fd6bcd66c11ace2648f,01d80471e02a3ba49c8e1d0abc2c1a64,4e922959ae960d389249c378d1c939f5,3106fe6ef3e7aa3053de377e22826161,d99d9eec199e32dcde0efedc42a64724,4e922959ae960d389249c378d1c939f5,2,B2C,3,Pickup,4,In Transit,2017-05-03 19:35:37,computers_accessories,5.291098608441066,6.299212598425196,7.874015748031496,6.299212598425196,5,2017-05-03 19:35:37,2017-05-08 23:32:30,2017-05-08 15:45:00,d99d9eec199e32dcde0efedc42a64724,1599,202,invalid_or_out_of_order_timestamps
7b741b12964d5a9fae6ddbbea15b6cc8,021dac6e3120485db6a77474aa21b979,8b87cd0d43d49b9bdf40f56229364d59,c40f7f00e91eb8a0da1e58484380a796,5e107141755c25a665b011009bc254b9,8b87cd0d43d49b9bdf40f56229364d59,2,B2C,1,Delivery,2,Processing,2017-11-24 22:46:09,toys,543.2194571332828,41.338582677165356,7.086614173228346,18.89763779527559,355,2017-11-24 22:46:09,2017-11-25 01:53:42,,5e107141755c25a665b011009bc254b9,2889,1458,excluded_first_pass_incomplete_origin_timeline
2a86879be2f555c29d1e12d397666992,02a0eb7c22b0616c767a45954a2a28f6,83e197e95a1bbabc8c75e883ed016c47,43d9a8df81f815755d9a258f2ee3135f,2b18ce67b0eecc6b8f099bfdaabf545b,83e197e95a1bbabc8c75e883ed016c47,2,B2C,2,SmartLocker,2,Processing,2016-10-09 10:34:58,books_general_interest,52.91098608441066,9.84251968503937,7.480314960629921,2.3622047244094486,75,2016-10-09 10:34:58,2016-10-10 08:14:52,,2b18ce67b0eecc6b8f099bfdaabf545b,212,1292,excluded_first_pass_incomplete_origin_timeline
6fa99ce2c92e522a91ecc41d5e61a903,030475e22d114f70be1a265fee326192,dee656f0f566ed1aa85bd137c943f08f,09fdefd1702f72c144ad0de71d639900,84ca535d59fea2119e5a15627cdbc1ca,dee656f0f566ed1aa85bd137c943f08f,2,B2C,1,Delivery,4,In Transit,2018-04-23 16:06:44,garden_tools,9.62979946736274,9.05511811023622,6.299212598425196,5.511811023622047,75,2018-04-23 16:06:44,2018-04-24 19:10:38,2018-04-24 16:50:50,84ca535d59fea2119e5a15627cdbc1ca,409,87,invalid_or_out_of_order_timestamps
5a098baf140151e49889e8b8b756da96,0337e9398b087d93f41230ceb2410b50,6481e96574816ead57975da2c0f6d80d,deeec2dbc5ec2ebede3686654f7e82f0,c3c32a203917283ba3da579b7f03640c,6481e96574816ead57975da2c0f6d80d,2,B2C,1,Delivery,4,In Transit,2018-04-21 16:51:57,signaling_and_security,15.873295825323199,23.62204724409449,8.661417322834646,11.811023622047244,355,2018-04-21 16:51:57,2018-04-24 19:24:47,2018-04-23 18:33:05,c3c32a203917283ba3da579b7f03640c,2589,767,invalid_or_out_of_order_timestamps
b65dbcf8d2b657ebb7c29e04bb48f2c7,035b790fa740b68de2d6f1a74f9b2098,7ddcbb64b5bc1ef36ca8c151f6ec77df,30a09a314fcba2f8ddb8334844953702,845ad037b6e39255ab457e1c587eb455,7ddcbb64b5bc1ef36ca8c151f6ec77df,2,B2C,1,Delivery,2,Processing,2018-03-25 18:27:09,electronics,31.746591650646398,9.448818897637794,4.724409448818897,4.724409448818897,54,2018-03-25 18:27:09,2018-03-25 18:48:01,,845ad037b6e39255ab457e1c587eb455,604,1417,excluded_first_pass_incomplete_origin_timeline
3948f472111f52e298287125568733c5,036c6f5c3d6a81192f4896ddb2c00c83,6bd503a8230299c9316fb0f726933927,7568855ab7b8c08837d50e8d9827090f,327d5e33e57f7c4d96aff80677f25d94,6bd503a8230299c9316fb0f726933927,2,B2C,1,Delivery,4,In Transit,2018-07-22 17:08:05,perfumery,5.291098608441066,6.299212598425196,4.724409448818897,1.574803149606299,75,2018-07-22 17:08:05,2018-07-27 23:31:02,2018-07-24 14:18:00,327d5e33e57f7c4d96aff80677f25d94,194,1608,invalid_or_out_of_order_timestamps
0afb57b676885df3b10572814df748d8,038f8b45fafa1130d2557e5b8dfd5d71,b499c00f28f4b7069ff6550af8c1348a,6e0c97ca8a1946aecc4adefc3517997c,15d25c8e3dd07a3c561fd20afecf37c3,b499c00f28f4b7069ff6550af8c1348a,2,B2C,1,Delivery,4,In Transit,2018-07-22 13:00:04,health_beauty,1.763699536147022,7.874015748031496,5.905511811023622,5.905511811023622,355,2018-07-22 13:00:04,2018-07-23 11:31:28,2018-07-23 11:11:00,15d25c8e3dd07a3c561fd20afecf37c3,2956,2755,invalid_or_out_of_order_timestamps
79ae586ec10651fc8e418709673bb857,03a8aa5d0860898d421c46247011c686,6cf476a4ca74498db55cbccdaa9dcfb6,36be0c3653ce387a9c5918cfdae9b053,c20faf88190ac7185d11a3f454df0b62,6cf476a4ca74498db55cbccdaa9dcfb6,2,B2C,1,Delivery,2,Processing,2017-05-31 19:02:28,auto,162.26035732552603,41.338582677165356,7.086614173228346,6.299212598425196,75,2017-05-31 19:02:28,2017-05-31 19:15:20,,c20faf88190ac7185d11a3f454df0b62,318,1448,excluded_first_pass_incomplete_origin_timeline
e81cf0ee8f825c6db5b74d8d1bf0fd33,03c8468d3001db38cadd59ac670341cc,8d956fec2e4337affcb520f56fd8cbfd,ecb809e65ff4dda823037481d5a64741,653be8468290908dd1c11327eb9dd8a7,8d956fec2e4337affcb520f56fd8cbfd,2,B2C,1,Delivery,4,In Transit,2018-07-22 16:21:23,sports_leisure,6.172948376514578,8.661417322834646,5.905511811023622,2.7559055118110236,75,2018-07-22 16:21:23,2018-07-27 23:31:15,2018-07-24 14:02:00,653be8468290908dd1c11327eb9dd8a7,634,1287,invalid_or_out_of_order_timestamps
7b597a6ee81a5ae8b50db85eea5adf4e,03e94224875e6dec154cc7a142ce5de2,40d54b51e962dbe09cabbcfd33298dee,bb7651b2df4512e6c29ff35a7b8cd754,e6fa7cc86905b2aa644fcce145e2dc80,40d54b51e962dbe09cabbcfd33298dee,2,B2C,1,Delivery,4,In Transit,2018-04-23 10:09:03,health_beauty,51.74694439055363,12.992125984251969,8.26771653543307,8.26771653543307,367,2018-04-23 10:09:03,2018-04-24 18:11:03,2018-04-24 17:42:08,e6fa7cc86905b2aa644fcce145e2dc80,2141,1358,invalid_or_out_of_order_timestamps
af9c7604a19652229e6ddd9ceb4e8c03,03f0acea43a6fd52d268e13d9ce98fbe,c3867b4666c7d76867627c2f7fb22e21,eb5baf59fc0b7b2fff7415b0bd185e61,23634c1f8a883e571334693474eaf68e,c3867b4666c7d76867627c2f7fb22e21,2,B2C,1,Delivery,2,Processing,2018-03-15 14:36:56,sports_leisure,44.09248840367555,12.204724409448819,12.204724409448819,12.598425196850393,75,2018-03-15 14:36:56,2018-03-15 14:55:37,,23634c1f8a883e571334693474eaf68e,645,667,excluded_first_pass_incomplete_origin_timeline
66d0889e0a395212b6c5bdec38debad3,0417b4ccdad2da3b88aa378eef45528c,1e8b33f18b4f7598d87f5cbee2282cc2,124b29c0b577597f7379265f38d50490,85875ce411d496559611ed09ef65c177,1e8b33f18b4f7598d87f5cbee2282cc2,2,B2C,1,Delivery,4,In Transit,2018-04-22 18:41:26,bed_bath_table,38.801389795234485,14.566929133858267,10.62992125984252,2.3622047244094486,75,2018-04-22 18:41:26,2018-04-24 19:05:58,2018-04-24 01:56:52,85875ce411d496559611ed09ef65c177,756,1998,invalid_or_out_of_order_timestamps
dfe1bce48ac65d2287567d3ebd6639af,042ce41927758767ec2aa0de06486b4c,dd533b429f380718b70ad9922c294bae,ffa8a2de48bb3fb30f0452c34d3b978d,1479d41bbd302e37d1316c996c1f55ae,dd533b429f380718b70ad9922c294bae,2,B2C,1,Delivery,2,Processing,2017-12-01 10:39:13,toys,211.64394433764264,25.590551181102363,13.779527559055119,9.84251968503937,5,2017-12-01 10:39:13,2017-12-03 10:53:16,,1479d41bbd302e37d1316c996c1f55ae,1356,2261,excluded_first_pass_incomplete_origin_timeline
f3e3f5be3eeb568b946c8fd038526a44,04323742e042716e4427a5b3536ea08f,2138ccb85b11a4ec1e37afbd1c8eda1f,ec2d2a258b058be97d409669ab436028,e559969619d1a0922477a2d8cfaf50d9,2138ccb85b11a4ec1e37afbd1c8eda1f,2,B2C,3,Pickup,4,In Transit,2018-04-23 00:34:50,telephony,3.527399072294044,7.480314960629921,4.330708661417323,2.3622047244094486,75,2018-04-23 00:34:50,2018-04-24 17:43:07,2018-04-23 21:21:18,e559969619d1a0922477a2d8cfaf50d9,625,642,invalid_or_out_of_order_timestamps
204a6514ecff5ca2887f4448a032d15f,045eff272f42f0ae0191149686f193e1,f5a590cf36251cf1162ea35bef76fe84,9e2ae0d82b9057c99ad147658cd4e336,772ffd765af49e973bc0666eac6ec854,f5a590cf36251cf1162ea35bef76fe84,2,B2C,1,Delivery,4,In Transit,2018-04-23 09:07:47,musical_instruments,21.164394433764265,7.874015748031496,7.874015748031496,7.874015748031496,75,2018-04-23 09:07:47,2018-04-24 17:13:48,2018-04-23 23:56:47,772ffd765af49e973bc0666eac6ec854,747,2104,invalid_or_out_of_order_timestamps
